H_agua(min), H_relativa(max), voltaje, medición, H_suelo
1.08, 2.54, 4.00, 1.40, 78.07
1.08, 2.54, 4.00, 1.40, 78.07
1.08, 2.54, 4.00, 1.40, 78.07
1.08, 2.54, 4.00, 1.40, 78.06
1.08, 2.54, 4.00, 1.40, 78.07
1.08, 2.54, 4.00, 1.40, 78.07
1.08, 2.54, 4.00, 1.40, 78.07
1.08, 2.54, 4.00, 1.40, 78.07
1.08, 2.54, 4.00, 1.40, 78.08
1.08, 2.54, 4.00, 1.40, 78.08
1.08, 2.54, 4.00, 1.40, 78.09
1.08, 2.54, 4.00, 1.40, 78.08
1.08, 2.54, 4.00, 1.40, 78.08
1.08, 2.54, 4.00, 1.40, 78.09
1.08, 2.54, 4.00, 1.40, 78.09
1.08, 2.54, 4.00, 1.40, 78.08
1.08, 2.54, 4.00, 1.40, 78.08
1.08, 2.54, 4.00, 1.40, 78.08
1.08, 2.54, 4.00, 1.40, 78.09
1.08, 2.54, 4.00, 1.40, 78.09
1.08, 2.54, 4.00, 1.40, 78.09
1.08, 2.54, 4.00, 1.40, 78.09
1.08, 2.54, 4.00, 1.40, 78.09
1.08, 2.54, 4.00, 1.40, 78.09
1.08, 2.54, 4.00, 1.40, 78.09
1.08, 2.54, 4.00, 1.40, 78.10
1.08, 2.54, 4.00, 1.40, 78.10
1.08, 2.54, 4.00, 1.40, 78.10
1.08, 2.54, 4.00, 1.40, 78.09
1.08, 2.54, 4.00, 1.40, 78.10
1.08, 2.54, 4.00, 1.40, 78.10
1.08, 2.54, 4.00, 1.40, 78.10
1.08, 2.54, 4.00, 1.40, 78.10
1.08, 2.54, 4.00, 1.40, 78.10
1.08, 2.54, 4.00, 1.40, 78.10
1.08, 2.54, 4.00, 1.40, 78.11
1.08, 2.54, 4.00, 1.40, 78.11
1.08, 2.54, 4.00, 1.40, 78.11
1.08, 2.54, 4.00, 1.40, 78.11
1.08, 2.54, 4.00, 1.40, 78.11
1.08, 2.54, 4.00, 1.40, 78.11
1.08, 2.54, 4.00, 1.40, 78.11
1.08, 2.54, 4.00, 1.40, 78.12
1.08, 2.54, 4.00, 1.40, 78.12
1.08, 2.54, 4.00, 1.40, 78.12
1.08, 2.54, 4.00, 1.40, 78.12
1.08, 2.54, 4.00, 1.40, 78.11
1.08, 2.54, 4.00, 1.40, 78.12
1.08, 2.54, 4.00, 1.40, 78.13
1.08, 2.54, 4.00, 1.40, 78.12
1.08, 2.54, 4.00, 1.40, 78.12
1.08, 2.54, 4.00, 1.40, 78.12
1.08, 2.54, 4.00, 1.40, 78.13
1.08, 2.54, 4.00, 1.40, 78.12
1.08, 2.54, 4.00, 1.40, 78.13
1.08, 2.54, 4.00, 1.40, 78.13
1.08, 2.54, 4.00, 1.40, 78.13
1.08, 2.54, 4.00, 1.40, 78.13
1.08, 2.54, 4.00, 1.40, 78.13
1.08, 2.54, 4.00, 1.40, 78.13
1.08, 2.54, 4.00, 1.40, 78.12
1.08, 2.54, 4.00, 1.40, 78.13
1.08, 2.54, 4.00, 1.40, 78.13
1.08, 2.54, 4.00, 1.40, 78.13
1.08, 2.54, 4.00, 1.40, 78.13
1.08, 2.54, 4.00, 1.40, 78.13
1.08, 2.54, 4.00, 1.40, 78.14
1.08, 2.54, 4.00, 1.40, 78.13
1.08, 2.54, 4.00, 1.40, 78.13
1.08, 2.54, 4.00, 1.40, 78.13
1.08, 2.54, 4.00, 1.40, 78.13
1.08, 2.54, 4.00, 1.40, 78.13
1.08, 2.54, 4.00, 1.40, 78.13
1.08, 2.54, 4.00, 1.40, 78.13
1.08, 2.54, 4.00, 1.40, 78.14
1.08, 2.54, 4.00, 1.40, 78.15
1.08, 2.54, 4.00, 1.40, 78.13
1.08, 2.54, 4.00, 1.40, 78.14
1.08, 2.54, 4.00, 1.40, 78.15
1.08, 2.54, 4.00, 1.40, 78.15
1.08, 2.54, 4.00, 1.40, 78.15
1.08, 2.54, 4.00, 1.40, 78.15
1.08, 2.54, 4.00, 1.40, 78.15
1.08, 2.54, 4.00, 1.40, 78.15
1.08, 2.54, 4.00, 1.40, 78.15
1.08, 2.54, 4.00, 1.40, 78.16
1.08, 2.54, 4.00, 1.40, 78.16
1.08, 2.54, 4.00, 1.40, 78.16
1.08, 2.54, 4.00, 1.40, 78.17
1.08, 2.54, 4.00, 1.40, 78.17
1.08, 2.54, 4.00, 1.40, 78.16
1.08, 2.54, 4.00, 1.40, 78.16
1.08, 2.54, 4.00, 1.40, 78.16
1.08, 2.54, 4.00, 1.40, 78.16
1.08, 2.54, 4.00, 1.40, 78.17
1.08, 2.54, 4.00, 1.40, 78.17
1.08, 2.54, 4.00, 1.40, 78.16
1.08, 2.54, 4.00, 1.40, 78.16
1.08, 2.54, 4.00, 1.40, 78.17
1.08, 2.54, 4.00, 1.40, 78.17
1.08, 2.54, 4.00, 1.40, 78.17
1.08, 2.54, 4.00, 1.40, 78.17
1.08, 2.54, 4.00, 1.40, 78.18
1.08, 2.54, 4.00, 1.40, 78.18
1.08, 2.54, 4.00, 1.40, 78.18
1.08, 2.54, 4.00, 1.40, 78.18
1.08, 2.54, 4.00, 1.40, 78.18
1.08, 2.54, 4.00, 1.40, 78.18
1.08, 2.54, 4.00, 1.40, 78.18
1.08, 2.54, 4.00, 1.40, 78.18
1.08, 2.54, 4.00, 1.40, 78.18
1.08, 2.54, 4.00, 1.40, 78.18
1.08, 2.54, 4.00, 1.40, 78.18
1.08, 2.54, 4.00, 1.40, 78.18
1.08, 2.54, 4.00, 1.40, 78.18
1.08, 2.54, 4.00, 1.40, 78.19
1.08, 2.54, 4.00, 1.40, 78.19
1.08, 2.54, 4.00, 1.40, 78.19
1.08, 2.54, 4.00, 1.40, 78.19
1.08, 2.54, 4.00, 1.40, 78.19
1.08, 2.54, 4.00, 1.40, 78.20
1.08, 2.54, 4.00, 1.40, 78.19
1.08, 2.54, 4.00, 1.40, 78.19
1.08, 2.54, 4.00, 1.40, 78.19
1.08, 2.54, 4.00, 1.40, 78.19
1.08, 2.54, 4.00, 1.40, 78.19
1.08, 2.54, 4.00, 1.40, 78.19
1.08, 2.54, 4.00, 1.40, 78.19
1.08, 2.54, 4.00, 1.40, 78.19
1.08, 2.54, 4.00, 1.40, 78.19
1.08, 2.54, 4.00, 1.40, 78.19
1.08, 2.54, 4.00, 1.40, 78.19
1.08, 2.54, 4.00, 1.40, 78.18
1.08, 2.54, 4.00, 1.40, 78.18
1.08, 2.54, 4.00, 1.40, 78.19
1.08, 2.54, 4.00, 1.40, 78.19
1.08, 2.54, 4.00, 1.40, 78.19
1.08, 2.54, 4.00, 1.40, 78.19
1.08, 2.54, 4.00, 1.40, 78.20
1.08, 2.54, 4.00, 1.40, 78.20
1.08, 2.54, 4.00, 1.40, 78.20
1.08, 2.54, 4.00, 1.40, 78.20
1.08, 2.54, 4.00, 1.40, 78.20
1.08, 2.54, 4.00, 1.40, 78.20
1.08, 2.54, 4.00, 1.40, 78.20
1.08, 2.54, 4.00, 1.40, 78.20
1.08, 2.54, 4.00, 1.40, 78.20
1.08, 2.54, 4.00, 1.40, 78.20
1.08, 2.54, 4.00, 1.40, 78.21
1.08, 2.54, 4.00, 1.40, 78.21
1.08, 2.54, 4.00, 1.40, 78.21
1.08, 2.54, 4.00, 1.40, 78.21
1.08, 2.54, 4.00, 1.40, 78.21
1.08, 2.54, 4.00, 1.40, 78.21
1.08, 2.54, 4.00, 1.40, 78.21
1.08, 2.54, 4.00, 1.40, 78.21
1.08, 2.54, 4.00, 1.40, 78.21
1.08, 2.54, 4.00, 1.40, 78.21
1.08, 2.54, 4.00, 1.40, 78.21
1.08, 2.54, 4.00, 1.40, 78.21
1.08, 2.54, 4.00, 1.40, 78.21
1.08, 2.54, 4.00, 1.40, 78.21
1.08, 2.54, 4.00, 1.40, 78.21
1.08, 2.54, 4.00, 1.40, 78.21
1.08, 2.54, 4.00, 1.40, 78.22
1.08, 2.54, 4.00, 1.40, 78.21
1.08, 2.54, 4.00, 1.40, 78.22
1.08, 2.54, 4.00, 1.40, 78.22
1.08, 2.54, 4.00, 1.40, 78.22
1.08, 2.54, 4.00, 1.40, 78.22
1.08, 2.54, 4.00, 1.40, 78.22
1.08, 2.54, 4.00, 1.40, 78.22
1.08, 2.54, 4.00, 1.40, 78.22
1.08, 2.54, 4.00, 1.40, 78.22
1.08, 2.54, 4.00, 1.40, 78.23
1.08, 2.54, 4.00, 1.40, 78.23
1.08, 2.54, 4.00, 1.40, 78.23
1.08, 2.54, 4.00, 1.40, 78.23
1.08, 2.54, 4.00, 1.40, 78.23
1.08, 2.54, 4.00, 1.40, 78.23
1.08, 2.54, 4.00, 1.40, 78.23
1.08, 2.54, 4.00, 1.40, 78.23
1.08, 2.54, 4.00, 1.40, 78.23
1.08, 2.54, 4.00, 1.40, 78.23
1.08, 2.54, 4.00, 1.40, 78.23
1.08, 2.54, 4.00, 1.40, 78.23
1.08, 2.54, 4.00, 1.40, 78.23
1.08, 2.54, 4.00, 1.40, 78.23
1.08, 2.54, 4.00, 1.40, 78.23
1.08, 2.54, 4.00, 1.40, 78.23
1.08, 2.54, 4.00, 1.40, 78.23
1.08, 2.54, 4.00, 1.40, 78.23
1.08, 2.54, 4.00, 1.40, 78.23
1.08, 2.54, 4.00, 1.40, 78.23
1.08, 2.54, 4.00, 1.40, 78.23
1.08, 2.54, 4.00, 1.40, 78.23
1.08, 2.54, 4.00, 1.40, 78.23
1.08, 2.54, 4.00, 1.40, 78.23
1.08, 2.54, 4.00, 1.40, 78.23
1.08, 2.54, 4.00, 1.40, 78.24
1.08, 2.54, 4.00, 1.40, 78.24
1.08, 2.54, 4.00, 1.40, 78.24
1.08, 2.54, 4.00, 1.40, 78.24
1.08, 2.54, 4.00, 1.40, 78.24
1.08, 2.54, 4.00, 1.40, 78.24
1.08, 2.54, 4.00, 1.40, 78.24
1.08, 2.54, 4.00, 1.40, 78.24
1.08, 2.54, 4.00, 1.40, 78.24
1.08, 2.54, 4.00, 1.40, 78.24
1.08, 2.54, 4.00, 1.40, 78.24
1.08, 2.54, 4.00, 1.40, 78.24
1.08, 2.54, 4.00, 1.40, 78.24
1.08, 2.54, 4.00, 1.40, 78.24
1.08, 2.54, 4.00, 1.40, 78.24
1.08, 2.54, 4.00, 1.40, 78.24
1.08, 2.54, 4.00, 1.40, 78.24
1.08, 2.54, 4.00, 1.40, 78.24
1.08, 2.54, 4.00, 1.40, 78.24
1.08, 2.54, 4.00, 1.40, 78.24
1.08, 2.54, 4.00, 1.40, 78.24
1.08, 2.54, 4.00, 1.40, 78.24
1.08, 2.54, 4.00, 1.40, 78.24
1.08, 2.54, 4.00, 1.40, 78.24
1.08, 2.54, 4.00, 1.40, 78.24
1.08, 2.54, 4.00, 1.40, 78.25
1.08, 2.54, 4.00, 1.40, 78.24
1.08, 2.54, 4.00, 1.40, 78.24
1.08, 2.54, 4.00, 1.40, 78.24
1.08, 2.54, 4.00, 1.40, 78.24
1.08, 2.54, 4.00, 1.40, 78.24
1.08, 2.54, 4.00, 1.40, 78.24
1.08, 2.54, 4.00, 1.40, 78.25
1.08, 2.54, 4.00, 1.40, 78.25
1.08, 2.54, 4.00, 1.40, 78.25
1.08, 2.54, 4.00, 1.40, 78.25
1.08, 2.54, 4.00, 1.40, 78.25
1.08, 2.54, 4.00, 1.40, 78.25
1.08, 2.54, 4.00, 1.40, 78.25
1.08, 2.54, 4.00, 1.40, 78.25
1.08, 2.54, 4.00, 1.40, 78.25
1.08, 2.54, 4.00, 1.40, 78.25
1.08, 2.54, 4.00, 1.40, 78.25
1.08, 2.54, 4.00, 1.40, 78.25
1.08, 2.54, 4.00, 1.40, 78.26
1.08, 2.54, 4.00, 1.40, 78.25
1.08, 2.54, 4.00, 1.40, 78.25
1.08, 2.54, 4.00, 1.40, 78.25
1.08, 2.54, 4.00, 1.40, 78.25
1.08, 2.54, 4.00, 1.40, 78.25
1.08, 2.54, 4.00, 1.40, 78.25
1.08, 2.54, 4.00, 1.40, 78.26
1.08, 2.54, 4.00, 1.40, 78.25
1.08, 2.54, 4.00, 1.40, 78.25
1.08, 2.54, 4.00, 1.40, 78.26
1.08, 2.54, 4.00, 1.40, 78.25
1.08, 2.54, 4.00, 1.40, 78.25
1.08, 2.54, 4.00, 1.40, 78.25
1.08, 2.54, 4.00, 1.40, 78.26
1.08, 2.54, 4.00, 1.40, 78.25
1.08, 2.54, 4.00, 1.40, 78.26
1.08, 2.54, 4.00, 1.40, 78.26
1.08, 2.54, 4.00, 1.40, 78.26
1.08, 2.54, 4.00, 1.40, 78.26
1.08, 2.54, 4.00, 1.40, 78.26
1.08, 2.54, 4.00, 1.40, 78.26
1.08, 2.54, 4.00, 1.40, 78.26
1.08, 2.54, 4.00, 1.40, 78.26
1.08, 2.54, 4.00, 1.40, 78.26
1.08, 2.54, 4.00, 1.40, 78.26
1.08, 2.54, 4.00, 1.40, 78.26
1.08, 2.54, 4.00, 1.40, 78.26
1.08, 2.54, 4.00, 1.40, 78.26
1.08, 2.54, 4.00, 1.40, 78.26
1.08, 2.54, 4.00, 1.40, 78.26
1.08, 2.54, 4.00, 1.40, 78.26
1.08, 2.54, 4.00, 1.40, 78.26
1.08, 2.54, 4.00, 1.40, 78.26
1.08, 2.54, 4.00, 1.40, 78.27
1.08, 2.54, 4.00, 1.40, 78.26
1.08, 2.54, 4.00, 1.40, 78.26
1.08, 2.54, 4.00, 1.40, 78.26
1.08, 2.54, 4.00, 1.40, 78.26
1.08, 2.54, 4.00, 1.40, 78.26
1.08, 2.54, 4.00, 1.40, 78.26
1.08, 2.54, 4.00, 1.40, 78.27
1.08, 2.54, 4.00, 1.40, 78.27
1.08, 2.54, 4.00, 1.40, 78.26
1.08, 2.54, 4.00, 1.40, 78.27
1.08, 2.54, 4.00, 1.40, 78.27
1.08, 2.54, 4.00, 1.40, 78.27
1.08, 2.54, 4.00, 1.40, 78.27
1.08, 2.54, 4.00, 1.40, 78.27
1.08, 2.54, 4.00, 1.40, 78.27
1.08, 2.54, 4.00, 1.40, 78.27
1.08, 2.54, 4.00, 1.40, 78.27
1.08, 2.54, 4.00, 1.40, 78.27
1.08, 2.54, 4.00, 1.40, 78.27
1.08, 2.54, 4.00, 1.40, 78.27
1.08, 2.54, 4.00, 1.40, 78.27
1.08, 2.54, 4.00, 1.40, 78.27
1.08, 2.54, 4.00, 1.40, 78.27
1.08, 2.54, 4.00, 1.40, 78.27
1.08, 2.54, 4.00, 1.40, 78.27
1.08, 2.54, 4.00, 1.40, 78.27
1.08, 2.54, 4.00, 1.40, 78.28
1.08, 2.54, 4.00, 1.40, 78.28
1.08, 2.54, 4.00, 1.40, 78.28
1.08, 2.54, 4.00, 1.40, 78.28
1.08, 2.54, 4.00, 1.40, 78.28
1.08, 2.54, 4.00, 1.40, 78.28
1.08, 2.54, 4.00, 1.40, 78.28
1.08, 2.54, 4.00, 1.40, 78.28
1.08, 2.54, 4.00, 1.40, 78.28
1.08, 2.54, 4.00, 1.40, 78.28
1.08, 2.54, 4.00, 1.40, 78.28
1.08, 2.54, 4.00, 1.40, 78.28
1.08, 2.54, 4.00, 1.40, 78.28
1.08, 2.54, 4.00, 1.40, 78.28
1.08, 2.54, 4.00, 1.40, 78.28
1.08, 2.54, 4.00, 1.40, 78.28
1.08, 2.54, 4.00, 1.40, 78.28
1.08, 2.54, 4.00, 1.40, 78.28
1.08, 2.54, 4.00, 1.40, 78.28
1.08, 2.54, 4.00, 1.40, 78.28
1.08, 2.54, 4.00, 1.40, 78.28
1.08, 2.54, 4.00, 1.40, 78.28
1.08, 2.54, 4.00, 1.40, 78.28
1.08, 2.54, 4.00, 1.40, 78.28
1.08, 2.54, 4.00, 1.40, 78.28
1.08, 2.54, 4.00, 1.40, 78.28
1.08, 2.54, 4.00, 1.40, 78.28
1.08, 2.54, 4.00, 1.40, 78.28
1.08, 2.54, 4.00, 1.40, 78.28
1.08, 2.54, 4.00, 1.40, 78.28
1.08, 2.54, 4.00, 1.40, 78.29
1.08, 2.54, 4.00, 1.40, 78.29
1.08, 2.54, 4.00, 1.40, 78.28
1.08, 2.54, 4.00, 1.40, 78.29
1.08, 2.54, 4.00, 1.40, 78.29
1.08, 2.54, 4.00, 1.40, 78.29
1.08, 2.54, 4.00, 1.40, 78.29
1.08, 2.54, 4.00, 1.40, 78.29
1.08, 2.54, 4.00, 1.40, 78.29
1.08, 2.54, 4.00, 1.40, 78.29
1.08, 2.54, 4.00, 1.40, 78.29
1.08, 2.54, 4.00, 1.40, 78.29
1.08, 2.54, 4.00, 1.40, 78.30
1.08, 2.54, 4.00, 1.40, 78.29
1.08, 2.54, 4.00, 1.40, 78.29
1.08, 2.54, 4.00, 1.40, 78.29
1.08, 2.54, 4.00, 1.40, 78.30
1.08, 2.54, 4.00, 1.40, 78.29
1.08, 2.54, 4.00, 1.40, 78.29
1.08, 2.54, 4.00, 1.40, 78.29
1.08, 2.54, 4.00, 1.40, 78.29
1.08, 2.54, 4.00, 1.40, 78.29
1.08, 2.54, 4.00, 1.40, 78.29
1.08, 2.54, 4.00, 1.40, 78.29
1.08, 2.54, 4.00, 1.40, 78.29
1.08, 2.54, 4.00, 1.40, 78.29
1.08, 2.54, 4.00, 1.40, 78.29
1.08, 2.54, 4.00, 1.40, 78.30
1.08, 2.54, 4.00, 1.40, 78.29
1.08, 2.54, 4.00, 1.40, 78.29
1.08, 2.54, 4.00, 1.40, 78.29
1.08, 2.54, 4.00, 1.40, 78.29
1.08, 2.54, 4.00, 1.40, 78.29
1.08, 2.54, 4.00, 1.40, 78.30
1.08, 2.54, 4.00, 1.40, 78.29
1.08, 2.54, 4.00, 1.40, 78.30
1.08, 2.54, 4.00, 1.40, 78.30
1.08, 2.54, 4.00, 1.40, 78.30
1.08, 2.54, 4.00, 1.40, 78.30
1.08, 2.54, 4.00, 1.40, 78.30
1.08, 2.54, 4.00, 1.40, 78.30
1.08, 2.54, 4.00, 1.40, 78.30
1.08, 2.54, 4.00, 1.40, 78.30
1.08, 2.54, 4.00, 1.40, 78.31
1.08, 2.54, 4.00, 1.40, 78.31
1.08, 2.54, 4.00, 1.40, 78.31
1.08, 2.54, 4.00, 1.40, 78.31
1.08, 2.54, 4.00, 1.40, 78.31
1.08, 2.54, 4.00, 1.40, 78.31
1.08, 2.54, 4.00, 1.40, 78.31
1.08, 2.54, 4.00, 1.40, 78.31
1.08, 2.54, 4.00, 1.40, 78.31
1.08, 2.54, 4.00, 1.40, 78.31
1.08, 2.54, 4.00, 1.40, 78.31
1.08, 2.54, 4.00, 1.40, 78.31
1.08, 2.54, 4.00, 1.40, 78.31
1.08, 2.54, 4.00, 1.40, 78.31
1.08, 2.54, 4.00, 1.40, 78.32
1.08, 2.54, 4.00, 1.40, 78.32
1.08, 2.54, 4.00, 1.40, 78.32
1.08, 2.54, 4.00, 1.40, 78.31
1.08, 2.54, 4.00, 1.40, 78.31
1.08, 2.54, 4.00, 1.40, 78.31
1.08, 2.54, 4.00, 1.40, 78.31
1.08, 2.54, 4.00, 1.40, 78.32
1.08, 2.54, 4.00, 1.40, 78.32
1.08, 2.54, 4.00, 1.40, 78.33
1.08, 2.54, 4.00, 1.40, 78.33
1.08, 2.54, 4.00, 1.40, 78.32
1.08, 2.54, 4.00, 1.40, 78.33
1.08, 2.54, 4.00, 1.40, 78.33
1.08, 2.54, 4.00, 1.40, 78.33
1.08, 2.54, 4.00, 1.40, 78.33
1.08, 2.54, 4.00, 1.40, 78.33
1.08, 2.54, 4.00, 1.40, 78.33
1.08, 2.54, 4.00, 1.40, 78.33
1.08, 2.54, 4.00, 1.40, 78.33
1.08, 2.54, 4.00, 1.40, 78.33
1.08, 2.54, 4.00, 1.40, 78.33
1.08, 2.54, 4.00, 1.40, 78.33
1.08, 2.54, 4.00, 1.40, 78.33
1.08, 2.54, 4.00, 1.40, 78.32
1.08, 2.54, 4.00, 1.40, 78.32
1.08, 2.54, 4.00, 1.40, 78.32
1.08, 2.54, 4.00, 1.40, 78.32
1.08, 2.54, 4.00, 1.40, 78.33
1.08, 2.54, 4.00, 1.40, 78.32
1.08, 2.54, 4.00, 1.40, 78.32
1.08, 2.54, 4.00, 1.40, 78.32
1.08, 2.54, 4.00, 1.40, 78.32
1.08, 2.54, 4.00, 1.40, 78.32
1.08, 2.54, 4.00, 1.40, 78.33
1.08, 2.54, 4.00, 1.40, 78.33
1.08, 2.54, 4.00, 1.40, 78.33
1.08, 2.54, 4.00, 1.40, 78.32
1.08, 2.54, 4.00, 1.40, 78.33
1.08, 2.54, 4.00, 1.40, 78.33
1.08, 2.54, 4.00, 1.40, 78.32
1.08, 2.54, 4.00, 1.40, 78.33
1.08, 2.54, 4.00, 1.40, 78.33
1.08, 2.54, 4.00, 1.40, 78.33
1.08, 2.54, 4.00, 1.40, 78.33
1.08, 2.54, 4.00, 1.40, 78.33
1.08, 2.54, 4.00, 1.40, 78.33
1.08, 2.54, 4.00, 1.40, 78.33
1.08, 2.54, 4.00, 1.40, 78.33
1.08, 2.54, 4.00, 1.40, 78.33
1.08, 2.54, 4.00, 1.40, 78.33
1.08, 2.54, 4.00, 1.40, 78.33
1.08, 2.54, 4.00, 1.40, 78.33
1.08, 2.54, 4.00, 1.40, 78.33
1.08, 2.54, 4.00, 1.40, 78.33
1.08, 2.54, 4.00, 1.40, 78.33
1.08, 2.54, 4.00, 1.40, 78.33
1.08, 2.54, 4.00, 1.40, 78.33
1.08, 2.54, 4.00, 1.40, 78.33
1.08, 2.54, 4.00, 1.40, 78.33
1.08, 2.54, 4.00, 1.40, 78.33
1.08, 2.54, 4.00, 1.40, 78.32
1.08, 2.54, 4.00, 1.40, 78.33
1.08, 2.54, 4.00, 1.40, 78.32
1.08, 2.54, 4.00, 1.40, 78.32
1.08, 2.54, 4.00, 1.40, 78.32
1.08, 2.54, 4.00, 1.40, 78.32
1.08, 2.54, 4.00, 1.40, 78.32
1.08, 2.54, 4.00, 1.40, 78.32
1.08, 2.54, 4.00, 1.40, 78.32
1.08, 2.54, 4.00, 1.40, 78.32
1.08, 2.54, 4.00, 1.40, 78.33
1.08, 2.54, 4.00, 1.40, 78.33
1.08, 2.54, 4.00, 1.40, 78.33
1.08, 2.54, 4.00, 1.40, 78.33
1.08, 2.54, 4.00, 1.40, 78.33
1.08, 2.54, 4.00, 1.40, 78.33
1.08, 2.54, 4.00, 1.40, 78.33
1.08, 2.54, 4.00, 1.40, 78.33
1.08, 2.54, 4.00, 1.40, 78.34
1.08, 2.54, 4.00, 1.40, 78.33
1.08, 2.54, 4.00, 1.40, 78.34
1.08, 2.54, 4.00, 1.40, 78.34
1.08, 2.54, 4.00, 1.40, 78.34
1.08, 2.54, 4.00, 1.40, 78.34
1.08, 2.54, 4.00, 1.40, 78.34
1.08, 2.54, 4.00, 1.40, 78.34
1.08, 2.54, 4.00, 1.40, 78.34
1.08, 2.54, 4.00, 1.40, 78.34
1.08, 2.54, 4.00, 1.40, 78.34
1.08, 2.54, 4.00, 1.40, 78.34
1.08, 2.54, 4.00, 1.40, 78.35
1.08, 2.54, 4.00, 1.40, 78.35
1.08, 2.54, 4.00, 1.40, 78.35
1.08, 2.54, 4.00, 1.40, 78.35
1.08, 2.54, 4.00, 1.40, 78.35
1.08, 2.54, 4.00, 1.40, 78.35
1.08, 2.54, 4.00, 1.40, 78.35
1.08, 2.54, 4.00, 1.40, 78.35
1.08, 2.54, 4.00, 1.40, 78.35
1.08, 2.54, 4.00, 1.40, 78.35
1.08, 2.54, 4.00, 1.40, 78.35
1.08, 2.54, 4.00, 1.40, 78.35
1.08, 2.54, 4.00, 1.40, 78.36
1.08, 2.54, 4.00, 1.40, 78.36
1.08, 2.54, 4.00, 1.40, 78.36
1.08, 2.54, 4.00, 1.40, 78.36
1.08, 2.54, 4.00, 1.40, 78.36
1.08, 2.54, 4.00, 1.40, 78.36
1.08, 2.54, 4.00, 1.40, 78.36
1.08, 2.54, 4.00, 1.40, 78.36
1.08, 2.54, 4.00, 1.40, 78.36
1.08, 2.54, 4.00, 1.40, 78.35
1.08, 2.54, 4.00, 1.40, 78.36
1.08, 2.54, 4.00, 1.40, 78.36
1.08, 2.54, 4.00, 1.40, 78.36
1.08, 2.54, 4.00, 1.40, 78.36
1.08, 2.54, 4.00, 1.40, 78.36
1.08, 2.54, 4.00, 1.40, 78.36
1.08, 2.54, 4.00, 1.40, 78.37
1.08, 2.54, 4.00, 1.40, 78.36
1.08, 2.54, 4.00, 1.40, 78.36
1.08, 2.54, 4.00, 1.40, 78.36
1.08, 2.54, 4.00, 1.40, 78.36
1.08, 2.54, 4.00, 1.40, 78.36
1.08, 2.54, 4.00, 1.40, 78.37
1.08, 2.54, 4.00, 1.40, 78.37
1.08, 2.54, 4.00, 1.40, 78.37
1.08, 2.54, 4.00, 1.40, 78.37
1.08, 2.54, 4.00, 1.40, 78.37
1.08, 2.54, 4.00, 1.40, 78.37
1.08, 2.54, 4.00, 1.40, 78.37
1.08, 2.54, 4.00, 1.40, 78.37
1.08, 2.54, 4.00, 1.40, 78.37
1.08, 2.54, 4.00, 1.40, 78.37
1.08, 2.54, 4.00, 1.40, 78.37
1.08, 2.54, 4.00, 1.40, 78.37
1.08, 2.54, 4.00, 1.40, 78.37
1.08, 2.54, 4.00, 1.40, 78.37
1.08, 2.54, 4.00, 1.40, 78.37
1.08, 2.54, 4.00, 1.40, 78.37
1.08, 2.54, 4.00, 1.40, 78.37
1.08, 2.54, 4.00, 1.40, 78.37
1.08, 2.54, 4.00, 1.40, 78.37
1.08, 2.54, 4.00, 1.40, 78.37
1.08, 2.54, 4.00, 1.40, 78.37
1.08, 2.54, 4.00, 1.40, 78.37
1.08, 2.54, 4.00, 1.40, 78.38
1.08, 2.54, 4.00, 1.40, 78.37
1.08, 2.54, 4.00, 1.40, 78.37
1.08, 2.54, 4.00, 1.40, 78.38
1.08, 2.54, 4.00, 1.40, 78.38
1.08, 2.54, 4.00, 1.40, 78.38
1.08, 2.54, 4.00, 1.40, 78.38
1.08, 2.54, 4.00, 1.40, 78.38
1.08, 2.54, 4.00, 1.40, 78.38
1.08, 2.54, 4.00, 1.40, 78.38
1.08, 2.54, 4.00, 1.40, 78.38
1.08, 2.54, 4.00, 1.40, 78.38
1.08, 2.54, 4.00, 1.40, 78.38
1.08, 2.54, 4.00, 1.40, 78.38
1.08, 2.54, 4.00, 1.40, 78.39
1.08, 2.54, 4.00, 1.40, 78.38
1.08, 2.54, 4.00, 1.40, 78.39
1.08, 2.54, 4.00, 1.40, 78.39
1.08, 2.54, 4.00, 1.40, 78.39
1.08, 2.54, 4.00, 1.40, 78.39
1.08, 2.54, 4.00, 1.40, 78.38
1.08, 2.54, 4.00, 1.40, 78.39
1.08, 2.54, 4.00, 1.40, 78.38
1.08, 2.54, 4.00, 1.40, 78.39
1.08, 2.54, 4.00, 1.40, 78.39
1.08, 2.54, 4.00, 1.40, 78.39
1.08, 2.54, 4.00, 1.40, 78.39
1.08, 2.54, 4.00, 1.40, 78.39
1.08, 2.54, 4.00, 1.40, 78.39
1.08, 2.54, 4.00, 1.40, 78.39
1.08, 2.54, 4.00, 1.40, 78.39
1.08, 2.54, 4.00, 1.40, 78.39
1.08, 2.54, 4.00, 1.40, 78.39
1.08, 2.54, 4.00, 1.40, 78.39
1.08, 2.54, 4.00, 1.40, 78.39
1.08, 2.54, 4.00, 1.40, 78.40
1.08, 2.54, 4.00, 1.40, 78.40
1.08, 2.54, 4.00, 1.40, 78.40
1.08, 2.54, 4.00, 1.40, 78.39
1.08, 2.54, 4.00, 1.40, 78.40
1.08, 2.54, 4.00, 1.40, 78.40
1.08, 2.54, 4.00, 1.40, 78.40
1.08, 2.54, 4.00, 1.40, 78.41
1.08, 2.54, 4.00, 1.40, 78.40
